APOE3_Normal_names,APOE3_Normal_pvals,APOE3_Normal_logfoldchanges,APOE4_HighRisk_names,APOE4_HighRisk_pvals,APOE4_HighRisk_logfoldchanges
MTCL1,0.0,,C11orf96,0.0,
PTPRN2,0.0,,EPAS1,0.0,4.83618e-07
ALKBH8,0.0,,FAR2,0.0,4.184568e-06
SYT1,0.0,,PDGFRB,0.0,-5.364229e-07
RAB43,0.0,6.148678e-07,WWTR1,0.0,-4.4836494e-07
SH2D3C,0.0,5.418766e-08,SLA,0.0,4.8654346e-07
GIMAP5,0.0,-2.264021e-06,CDKN1A,0.0,
ADAMTSL4-AS1,0.0,-3.8252397e-06,ZIC1,0.0,-1.01868125e-07
PPIP5K1,0.0,3.910187e-07,ID2,0.0,8.731261e-07
CHD3,0.0,,TGFBR3,0.0,1.4027411e-06
COPS9,0.0,-2.5856258e-07,INPP4B,0.0,-1.9435784e-06
L3MBTL3,0.0,,SETBP1,0.0,-1.0530149e-07
MAMDC2,0.0,,VCAN,0.0,-9.1065607e-07
TAFA4,0.0,,AC053513.1,0.0,3.8390885e-07
SPOCK2,0.0,,EFNA5,0.0,-3.0311676e-06
AC090559.1,0.0,,SDCBP,0.0,3.954404e-07
OR3A2,0.0,,ESYT2,0.0,7.01358e-08
GULP1,0.0,,CDH11,0.0,4.9086065e-08
SLF1,0.0,-1.3254146e-06,PDE7B,0.0,4.4709554e-07
DNMBP,0.0,-1.3167474e-06,EPSTI1,0.0,3.7310272e-06
LINC00159,0.0,,PPFIA2,0.0,1.4645319e-07
ARHGAP9,0.0,-2.5824918e-06,AC012405.1,0.0,-7.7228265e-07
IER3IP1,0.0,-9.245591e-07,LINC00511,0.0,5.282298e-07
ATP10A,0.0,,TMTC1,0.0,8.2134704e-07
STARD4,0.0,-1.8045719e-07,TMEM108,0.0,-2.9209207e-07
NECAP2,0.0,-1.1046682e-06,AC002460.2,0.0,-1.9791341e-07
TMED3,0.0,1.2102137e-06,MAOB,0.0,6.3592205e-07
JPT2,0.0,1.044659,FAM110B,0.0,-1.93759e-06
CCSER1,0.0,,RNF144B,0.0,-1.8338596e-06
CDC42EP3,0.0,,MCC,0.0,5.700129e-07
CLEC1A,0.0,1.302409e-06,TFRC,0.0,1.0722141e-06
COMMD6,0.0,-5.0951703e-06,MIR4300HG,0.0,-1.8959045e-06
LINC01091,0.0,,PRRX1,0.0,1.0209264e-06
ZDBF2,0.0,-4.5671024e-07,NIBAN1,0.0,2.108142e-06
LIPC,0.0,,LNCAROD,0.0,1.4245174e-06
RGS18,0.0,,LDLRAD3,0.0,-1.8488216e-06
SMYD2,0.0,-1.7987824e-06,CACNA1C,0.0,-1.6290463e-06
TRAM2,0.0,-3.5617919e-07,SAMSN1,0.0,-1.4458794e-06
SNX8,0.0,,CEMIP2,0.0,1.2811939e-06
SLFN12,0.0,,CRISPLD1,0.0,
CLEC5A,0.0,-1.5291711e-06,TENM2,0.0,-5.9020596e-07
TENM3,0.0,,HPSE2,0.0,-1.1780968e-06
AL133410.1,0.0,,GALNT18,0.0,1.7147457e-07
RNF20,0.0,9.874512e-07,ADAMTS9-AS2,0.0,-5.827211e-07
IFNLR1,0.0,,RANBP3L,0.0,1.3568608e-07
PRKD2,0.0,,AC131944.1,0.0,3.8355202e-07
ZNF14,0.0,,AC114971.1,0.0,-8.4920555e-07
BCL2L11,0.0,,TGFB2,0.0,6.611171e-07
AC092683.1,0.0,,AQP4-AS1,0.0,1.994034e-06
ATRNL1,0.0,1.9297576,PDE8B,0.0,-2.178648e-07
NHEJ1,0.0,,FAM155A,0.0,3.8221154e-07
TDP1,0.0,1.32125e-06,GBE1,0.0,-1.3877179e-06
CT69,0.0,,UBC,0.0,-5.927273e-07
KCNJ3,0.0,,PDE4D,0.0,4.1281194e-07
RPIA,0.0,-2.7519994e-07,ABCA1,0.0,-1.1154982e-06
LINC01588,0.0,,PRKD1,0.0,6.405489e-07
SUSD3,0.0,,PLEKHA5,0.0,-8.436818e-07
PAWR,0.0,1.2719348e-06,GMDS,0.0,6.3838337e-07
UBTF,0.0,,LHFPL6,0.0,1.1645296e-06
THSD4,0.0,,CHI3L1,0.0,-1.4088915e-06
HLA-DRB5,0.0,,CPE,0.0,-9.203586e-07
KLRD1,0.0,,BAALC-AS1,0.0,-1.3796794e-06
MTRNR2L8,0.0,-5.7417856e-07,USP53,0.0,-6.9962374e-07
MTMR8,0.0,8.97524e-07,RGS1,0.0,
PIH1D1,0.0,-7.6604323e-07,ADAM28,0.0,-1.176247e-06
LINC01357,0.0,,RBMS1,0.0,-9.94757e-07
PDE4A,0.0,4.3745618e-07,LINC00499,0.0,-9.4360144e-07
TYK2,0.0,,TRPM3,0.0,-1.2301531e-06
C11orf74,0.0,,IGFBP7,0.0,1.9830482e-06
SEC24C,0.0,-1.7592045e-06,ABCC9,0.0,5.938812e-08
SPICE1,0.0,-2.4938881e-06,NRXN1,0.0,1.3275846e-07
MAP1S,0.0,,PLOD2,0.0,7.1793573e-07
GRIN2A,0.0,,SGIP1,0.0,-6.7368967e-07
NIPAL2,0.0,1.5597244e-06,TGFBR1,0.0,2.9542178e-07
ADAM32,0.0,1.9876795e-06,PDZRN3,0.0,-3.1742995e-06
GABARAPL1,0.0,-7.317336e-07,ACSS3,0.0,1.8338635e-06
MORC1,0.0,,GNA14,0.0,-8.1950026e-07
VLDLR-AS1,0.0,,TMEM163,1.6276546074997854e-308,1.6867629e-06
CFAP47,0.0,,SAT1,2.0939629756624198e-302,-1.0705005e-06
LINC02742,0.0,-3.874897e-06,SLC4A4,2.0948394488372347e-293,-5.27231e-07
KCNMB1,0.0,-2.0446066e-06,CD44,7.43775115179338e-284,2.4002425e-06
SMC4,0.0,,HAMP,1.0067333339504886e-272,
SPARC,0.0,,PTPRG,8.479643335544321e-260,-1.9733433e-07
OPA3,0.0,,MIR646HG,6.067936239851805e-258,-5.4006154e-07
TRMT1,0.0,-3.2028915e-06,FYN,3.710295923126981e-249,-1.3001713e-06
SGSM1,0.0,,ZEB1,3.757657260023222e-241,1.3621107e-06
PLXNA1,0.0,,HIF1A-AS3,8.009423775843413e-235,-1.4212195e-06
P2RY6,0.0,4.4778182e-07,SRGN,9.718244661386015e-227,-5.0385995e-07
UNC5D,0.0,,ANGPTL4,3.314002420828499e-225,-1.13856835e-07
SLC35F3,0.0,,HILPDA,2.272702728481164e-211,-9.1191296e-08
AFAP1,0.0,-3.690348e-07,CTNNA2,2.057622573376826e-209,-8.3417314e-07
STAT5A,0.0,-2.6206442e-07,ERBB4,8.016902763738758e-209,-1.0978516e-06
ARRDC3-AS1,0.0,6.0194134e-07,CTNND2,9.988113368532616e-201,-1.0106811e-06
CLIC2,0.0,,PTPRC,1.0858460470503087e-199,2.4108974e-06
ITGA1,0.0,1.5873537e-06,B2M,2.2913461438015167e-182,5.4575344e-07
SLFN11,0.0,1.0929552e-06,FOS,3.2512134628910057e-177,-2.634832e-06
ABCB1,0.0,,GPC5,1.1615014785442677e-169,8.866043e-08
CCND1,0.0,-7.614432e-07,GPM6A,6.026612545979711e-168,-1.7719721e-07
TMEM120B,0.0,2.055559e-06,IFITM3,9.190117919420851e-163,-1.0954811e-06
DCC,0.0,,SLC1A2,8.737747320246118e-147,-3.2123313e-07
FAM241A,0.0,6.371506e-08,MT1M,6.098472251499767e-143,
MAOA,0.0,-1.9051857e-06,COLEC12,1.2243959719172266e-141,2.5025602e-07
IFIT3,0.0,-2.4695961,RBMS3,5.172577591323069e-140,1.1639701e-06
KCNIP4,0.0,8.130085,SLC2A3,2.666233855934305e-116,1.9239137e-06
PLA2G15,0.0,,RORA,2.983934737207425e-94,7.2355215e-07
OSBPL5,0.0,-1.18773144e-07,FAM189A2,2.1935688301464832e-92,5.8864634e-07
SLC30A1,0.0,-2.3688865e-06,KCNQ3,1.127482967237091e-86,6.020746e-07
DDX27,0.0,,SH3RF3,1.4257105627932762e-75,2.2089921e-07
MPV17,0.0,,MT2A,3.3352827277009464e-47,1.1045543e-07
PIK3R3,0.0,,FTL,7.319292428377548e-26,-3.4259895e-07
PTPRB,0.0,,HSP90AA1,0.3830831971096035,1.9374552e-06
ANKRD37,0.0,-2.8204402e-06,CEBPD,0.04292282770570309,-3.3641456e-07
TLR10,0.0,-3.830356e-07,PLCL1,1.473055311248176e-10,-9.960723e-07
WDR81,0.0,6.68675e-07,NAMPT,1.1622861054776989e-21,1.6388298e-06
SINHCAF,0.0,1.9490144e-06,MAN2A1,1.2179028537040244e-68,8.033158e-08
FAM78A,0.0,,GLDN,3.186948794817706e-76,-2.533671e-06
AL162414.1,0.0,-1.8036923e-06,SLC44A1,1.6981748597033297e-78,-6.1767497e-07
AC010378.2,0.0,-3.9671934e-07,RASSF8,3.569928576254237e-102,-1.10440496e-07
FBN2,0.0,1.9155618e-06,STARD13,5.607827794066028e-138,-6.477984e-07
ADGRL2,0.0,,ARL15,1.8622523453808865e-143,1.3533041e-06
ERCC1,0.0,3.3264937e-06,NCAM2,5.958393654377412e-156,3.057484e-07
ACTA2,0.0,4.8847124e-07,PDE3B,1.057550757313678e-160,1.0463837e-06
ARHGAP10,0.0,-1.6290453e-07,HS3ST4,3.7524685924436877e-162,3.6938372e-06
LEF1,0.0,-3.456828e-06,PPP2R2B,5.546680120908683e-165,-1.7079324e-06
PPM1E,0.0,,PTPRK,7.213371334941149e-184,1.9894032e-06
RNF152,0.0,-5.660758e-07,MAP7,2.931295726501792e-195,2.8632743e-09
GLIPR1,0.0,,ADIPOR2,1.0362339011727177e-207,1.172762e-06
ARHGAP30,0.0,-8.4175343e-07,RNF220,2.7528082953757778e-211,2.3615121e-07
AC132153.1,0.0,-2.5032405e-06,CCND3,2.964967883701241e-215,-5.8234775e-07
AL603839.3,0.0,,RAPGEF1,3.8055422109823567e-227,1.3165251e-06
ARL6,0.0,-8.1254746e-07,PTPRD,2.7530282179398034e-230,5.089961e-07
SH3BP5,0.0,-4.5848246e-06,CPED1,4.700342685662453e-239,3.8857115e-07
TMEM14C,0.0,2.6369974e-06,ZDHHC20,3.760261194064548e-251,-3.2686404e-07
TBX19,0.0,8.0998683e-07,SDK1,7.167558000638978e-256,-1.7162216e-06
SH3TC2-DT,0.0,,CTNNA3,3.5797525181861335e-258,3.4081484e-06
SHANK3,0.0,,ATP8A1,1.0518099969957085e-265,-1.5099067e-07
CASC15,0.0,,ARHGAP15,9.436025638157376e-267,4.9570224e-07
AC092535.4,0.0,3.455764e-06,TRIM2,3.6072022252924645e-276,-9.747387e-08
SBF2-AS1,0.0,1.8334421e-06,IL1RAPL1,9.695738698244568e-280,-1.1401995e-06
SELPLG,0.0,,TMEM144,2.0897761141277503e-280,-1.6049145e-06
STXBP5-AS1,0.0,,KHDRBS3,1.3324810566683785e-283,3.3343844e-07
ZEB1-AS1,0.0,-2.13604e-06,FRMD5,7.68705683024032e-284,3.789822e-06
ANO2,0.0,,SOCS6,2.1638367999399557e-299,1.0295117e-06
IL16,0.0,,PRKCB,9.062436457012895e-303,-4.2793786e-07
NSA2,0.0,,GRM3,5.177840157073474e-304,4.0079345e-07
RARB,0.0,4.377784,DLC1,2.15242592859723e-310,1.0404746e-06
POLA2,0.0,3.659157e-06,PLP1,0.0,-1.7051882e-06
HMGA1P4,0.0,-3.5779865e-06,ABCC4,0.0,2.978929e-06
CAMK4,0.0,3.1771836,CACNA1A,0.0,1.6246834e-06
NEB,0.0,4.7090305e-07,SGK1,0.0,4.0279724e-06
RFC3,0.0,-7.7714844e-08,LINC02798,0.0,-3.7269542e-06
ERLIN1,0.0,-4.1242905e-07,PLPP1,0.0,-1.1041421e-06
MSL3,0.0,7.568035e-07,BNC2,0.0,-1.0527566e-06
CLECL1,0.0,,P2RY12,0.0,1.2693037e-06
SORBS2,0.0,,AC007262.2,0.0,-2.151008e-07
AL445250.1,0.0,,MTSS1,0.0,1.4095773e-06
CDKN2B-AS1,0.0,1.2022929e-06,LPCAT2,0.0,4.568189e-06
CD37,0.0,-1.5292552e-07,AOAH,0.0,4.073918e-07
SLC2A1,0.0,-7.5444393e-07,BLNK,0.0,2.4594372e-06
SVEP1,0.0,,APBB2,0.0,9.306742e-08
ARHGAP45,0.0,7.7732443e-07,ATP8B4,0.0,3.3658112e-06
RNF135,0.0,1.0821881e-06,ST18,0.0,-1.9216847e-07
ASXL3,0.0,,TBC1D4,0.0,9.904005e-08
B4GALT4,0.0,2.2993047e-06,RASGEF1C,0.0,-3.6223753e-06
LTA4H,0.0,-1.4662807e-06,CPM,0.0,1.1791278e-06
ABRAXAS2,0.0,2.121832e-06,ASTN2,0.0,-2.1736045e-07
RMDN2,0.0,2.7044375e-06,PEX5L,0.0,2.919224e-06
COPS4,0.0,5.392016e-07,SPOCK3,0.0,
LIMK1,0.0,1.5592816e-07,DOCK9,0.0,-1.1912822e-06
SNAP29,0.0,-9.88001e-07,ANKS1B,0.0,1.774077e-06
ITIH5,0.0,6.9652015e-07,TTLL7,0.0,-3.269915e-06
CDYL2,0.0,,PXK,0.0,-1.8175006e-06
RILPL2,0.0,2.2377903e-06,FAM149A,0.0,-2.857714e-06
ADAM19,0.0,,KLHL32,0.0,2.0907162e-07
AKAP8,0.0,2.351327e-06,NKAIN2,0.0,-1.1551062e-06
AL356124.1,0.0,-8.175933e-07,SLAIN1,0.0,-4.0239573e-07
BBS7,0.0,3.3863958e-07,IPCEF1,0.0,-3.795638e-06
FRMD6,0.0,1.494362e-06,EDIL3,0.0,-7.3156536e-07
GCNT1,0.0,,ADARB2,0.0,
FRG1-DT,0.0,,MT-CO1,0.0,-1.1883166e-06
MSH4,0.0,,ARHGAP6,0.0,2.9221064e-06
C3AR1,0.0,3.0978263e-06,PKP4,0.0,2.5439346e-07
CTDP1,0.0,-1.0609393e-06,SPOCK1,0.0,6.968215e-07
OPALIN,0.0,,MT-CO2,0.0,5.3418546e-07
GREM1,0.0,,TF,0.0,4.222898e-07
NKD1,0.0,-3.3432602e-07,TSPAN5,0.0,5.8237475e-07
SYT14,0.0,,RNF150,0.0,-1.0423321e-06
MED26,0.0,2.8605111e-06,FOXP2,0.0,1.0489944e-06
RNF166,0.0,-2.2556742e-06,SLCO3A1,0.0,5.5052266e-07
DHX57,0.0,-1.4922165e-06,SYK,0.0,-1.7988159e-06
FAT4,0.0,,UNC5C,0.0,-3.9553348e-07
FGL1,0.0,,MYO1D,0.0,1.0945818e-06
KHDRBS2,0.0,,QDPR,0.0,
MIR2052HG,0.0,2.1840601e-06,PDE1C,0.0,1.4933163e-06
VRK1,0.0,7.091912e-07,LRRK1,0.0,1.52186e-06
KIAA1211L,0.0,5.060833e-07,SLC24A2,0.0,
TRPM6,0.0,,MT-CYB,0.0,-5.2153047e-07
PRMT9,0.0,1.5839906e-06,IKZF1,0.0,-2.9686287e-06
AL392023.2,0.0,,AKAP6,0.0,5.132212e-07
ZNF66,0.0,3.4563361e-06,DISP1,0.0,-1.2908058e-06
AC233296.1,0.0,,IGSF21,0.0,-3.4664824e-06
ITGAL,0.0,-6.4719535e-07,C10orf90,0.0,-1.0370671e-06
TBCEL,0.0,-5.3482245e-07,PALM2-AKAP2,0.0,-2.953866e-06
SLC45A4,0.0,1.15736945e-07,CLMN,0.0,1.7696664e-06
PLGRKT,0.0,-7.158605e-07,ANK3,0.0,
NDC1,0.0,-6.037089e-07,DSCAML1,0.0,
Z93930.2,0.0,-8.145542e-07,AL392172.2,0.0,-4.1356932e-07
RASGRF1,0.0,,A2M,0.0,1.0339716e-06
KCNH1,0.0,,MT-ND4,0.0,-5.6452103e-07
SYTL2,0.0,-5.0253027e-07,NLGN1,0.0,-8.2872987e-07
TSBP1-AS1,0.0,,PRUNE2,0.0,-1.7011503e-06
SIGLEC8,0.0,2.3549223e-06,DNAJC6,0.0,9.122726e-07
CCDC3,0.0,,NRXN3,0.0,-6.092881e-07
PARP12,0.0,-1.9130057e-06,WDFY4,0.0,-2.768005e-06
LST1,0.0,1.2052392e-06,PLCL2,0.0,-7.3429413e-07
ICA1,0.0,9.2641125e-07,PSMA1,0.0,-6.7802307e-07
AC061708.1,0.0,,HDAC2-AS2,0.0,-1.2928804e-06
STPG4,0.0,-1.6594223e-06,NFASC,0.0,-4.5588862e-08
AC109927.1,0.0,-1.1670224e-06,KIRREL3,0.0,
KCNK6,0.0,,PARP8,0.0,7.871335e-07
CYSLTR1,0.0,,CNTNAP2,0.0,
PHTF1,0.0,-1.8600002e-06,ZNF536,0.0,
FAM111A,0.0,1.6291393e-06,FAM107B,0.0,2.4908454e-06
C16orf87,0.0,-4.849832e-07,MT-CO3,0.0,-1.04231e-06
EBF1,0.0,1.0038058e-06,RAPGEF5,0.0,-1.8497648e-06
CAMKK2,0.0,1.0024345e-06,LINC01374,0.0,-2.8094703e-07
LINC01470,0.0,,PADI2,0.0,1.4459687e-06
SLIT2,0.0,,ARHGAP25,0.0,4.276008e-07
WIPF3,0.0,,PRKCH,0.0,6.26369e-07
ADAMTS18,0.0,,CRYAB,0.0,-1.6979595e-06
GRIA3,0.0,,AL357522.1,0.0,-1.0008093e-06
AC126177.3,0.0,,SGCD,0.0,-1.9817325e-07
RIPOR2,0.0,,KCNIP1,0.0,-2.0103014e-06
CORO1A,0.0,-7.2240056e-07,C3,0.0,1.1139813e-06
HEXD,0.0,3.2598444e-07,LINC02232,0.0,-3.6947088e-06
YES1,0.0,-2.763895e-06,GRAMD2B,0.0,-7.676036e-07
JADE3,0.0,,ST8SIA4,0.0,4.1607302e-07
SLC31A1,0.0,-3.481623e-07,IQCJ-SCHIP1,0.0,1.7312973e-06
ALKBH1,0.0,-1.248395e-06,MT-ATP6,0.0,5.710005e-07
AC025171.2,0.0,-1.2987701e-06,MLLT3,0.0,8.139571e-07
MILR1,0.0,-1.3491035e-07,PIK3AP1,0.0,3.5202626e-07
MTFMT,0.0,1.5162257e-06,AC008571.2,0.0,
CASP10,0.0,7.777617e-07,ROBO1,0.0,-1.4277405e-06
CHKB,0.0,-6.9824046e-07,DPP6,0.0,1.1349923e-06
CDH8,0.0,,SH3GL3,0.0,
NUCB2,0.0,1.3972833e-06,SLC7A14-AS1,0.0,9.954126e-07
AC092821.3,0.0,1.2257864e-06,ENPP2,0.0,-2.097991e-06
ERN1,0.0,-1.3886659e-06,PHACTR2,0.0,2.0352586e-06
GXYLT2,0.0,,DMD,0.0,3.9864835e-06
TLR7,0.0,,EDA,0.0,7.825342e-08
CD276,0.0,1.2787908e-06,LY86,0.0,1.9594743e-06
ITGA5,0.0,-2.2116442e-06,LRRC4C,0.0,1.2883613e-06
CENPJ,0.0,,CHSY3,0.0,-2.3238172e-06
MICAL1,0.0,,KCNQ1,0.0,-2.14322e-06
ACER2,0.0,,XKR6,0.0,2.486482e-07
TGFA,0.0,,CHST15,0.0,-2.0721438e-06
SMYD4,0.0,1.4826986e-06,CARD11,0.0,2.051654e-06
LINC02018,0.0,,CD86,0.0,-6.593097e-07
ACTN2,0.0,1.2268634e-07,AC066613.2,0.0,
STEAP3,0.0,1.8060342e-07,LINC00609,0.0,-1.2395457e-06
AFF3,0.0,,ANLN,0.0,
STMN1,0.0,,AL163541.1,0.0,-1.6134694e-06
DSTN,0.0,-3.4028456e-06,NEK10,0.0,2.49012e-06
SLC7A7,0.0,8.072894e-07,SYNJ2,0.0,
PTGS1,0.0,3.2428864e-07,SLCO1A2,0.0,
UBE2D1,0.0,-2.8250906e-06,ABCA8,0.0,-2.8899638e-06
ZC3H3,0.0,1.344113e-06,KAZN,0.0,1.855012e-06
LGR5,0.0,,CREB5,0.0,-1.33223e-06
DAPK2,0.0,,KCNH8,0.0,
CCDC138,0.0,,AP001977.1,0.0,
KLHL36,0.0,1.614222e-08,MAN1A1,0.0,-1.5730601e-06
MTRNR2L1,0.0,,MOBP,0.0,
BID,0.0,-2.1841497e-06,PIEZO2,0.0,
MYL12B,0.0,2.9758776e-06,SLC12A2,0.0,4.2363507e-07
CFAP161,0.0,,AC009063.2,0.0,
TLR6,0.0,5.663155e-07,AC093865.1,0.0,-4.4705513e-07
CMTM1,0.0,2.429531e-07,STK39,0.0,4.984505e-07
RALB,0.0,-8.109269e-08,CALD1,0.0,-8.542937e-07
SNX7,0.0,-1.7736885e-06,PCSK6,0.0,
MTHFS,0.0,1.023651e-06,SHROOM4,0.0,
DGKE,0.0,3.778131e-07,ATP1B3,0.0,-3.6623853e-06
ZNF766,0.0,3.8433782e-07,SH3D19,0.0,-1.4635019e-06
PPP1R2,0.0,4.8422396e-07,RNF144A,0.0,1.4512541e-06
CARNMT1,0.0,-6.189609e-07,UGT8,0.0,
TTF1,0.0,7.3304744e-07,OSBP2,0.0,-1.7105161e-06
RBFOX1,0.0,,DSCAM,0.0,-7.583003e-07
AC026341.1,0.0,-6.167184e-07,LRRK2,0.0,-2.6609774e-07
ETS1,0.0,-2.0388798e-06,ANO4,0.0,
GRK2,0.0,-5.1368534e-06,MIS18BP1,0.0,-2.9500982e-06
DACH1,0.0,,MIR181A1HG,0.0,8.8176074e-07
SHC3,0.0,,AK5,0.0,
UBE2Q2,0.0,-6.879938e-07,SCARB1,0.0,-2.4782867e-06
TMEM242,0.0,-3.2653752e-06,NR6A1,0.0,-3.005939e-06
CCNG2,0.0,,CBLB,0.0,3.9681194e-07
MZF1,0.0,-2.387872e-06,TMEFF2,0.0,
CHMP4B,0.0,1.15500995e-07,EGFR,0.0,1.774781e-06
GCNA,0.0,,ZNF618,0.0,7.719321e-07
CSMD3,0.0,,TMEM156,0.0,7.9241147e-07
FYCO1,0.0,-9.020287e-09,KCNMB4,0.0,
DOCK6,0.0,8.120183e-07,TMEM131L,0.0,6.0039893e-09
TAFA1,0.0,-3.170653e-08,KCTD8,0.0,1.1879181e-06
UBB,0.0,9.442205e-07,ZC3HAV1,0.0,8.8379824e-07
IKBIP,0.0,-1.0887965e-06,SLC5A11,0.0,
TBPL1,0.0,-8.998085e-07,CEP128,0.0,5.369995e-07
XACT,0.0,,MT-ND2,0.0,3.95525e-07
SPTLC3,0.0,6.1605283e-07,LRP2,0.0,
MIR31HG,0.0,,AC008691.1,0.0,
OSBP,0.0,4.619389e-07,COTL1,0.0,-3.1382265e-07
SENP1,0.0,-1.2434942e-06,THRB,0.0,-1.2849066e-06
PDE10A,0.0,3.9242198e-07,APOLD1,0.0,-2.479862e-06
SLC19A1,0.0,4.905749e-07,LINC01141,0.0,-1.0925244e-06
ZC3H8,0.0,-1.6150391e-06,BCAS1,0.0,
GK5,0.0,-4.9423625e-07,LINC00639,0.0,
LINC02057,0.0,,CACNA1D,0.0,8.1090934e-07
PLCB4,0.0,-3.8885214e-06,SILC1,0.0,
ARPP21,0.0,,SELENOP,0.0,2.387116e-08
PACRG,0.0,-4.275641e-06,KCNQ1OT1,0.0,-6.906578e-07
PRMT7,0.0,8.491181e-07,PLEKHG1,0.0,5.645937e-07
DGKI,0.0,,POU2F2,0.0,-1.2749629e-06
AC090630.1,0.0,,PDE1A,0.0,
PLS3,0.0,-2.44254e-07,CPVL,0.0,-3.0756385e-06
CSMD1,0.0,,KIF6,0.0,
NR2F1,0.0,1.5818043e-07,CNTNAP4,0.0,
MIR222HG,0.0,-8.002255e-07,STK32B,0.0,1.5329472e-06
GALNT15,0.0,4.721864e-07,HECW2,0.0,
COBLL1,0.0,-3.866231e-06,PIP5K1B,0.0,6.4242283e-07
AC116362.1,0.0,,COX10-AS1,0.0,-5.7154136e-08
LURAP1L-AS1,0.0,,PDZD2,0.0,2.5935114e-07
RYR2,0.0,,HS3ST5,0.0,6.318999e-07
SLC12A7,0.0,-2.1896055e-06,LCP2,0.0,1.0350626e-06
PDE3A,0.0,2.4268522e-06,GPRIN3,0.0,1.5750525e-06
TPST2,0.0,2.5338259e-06,KCNK13,0.0,-1.3275768e-06
GFOD1,0.0,2.6584999e-06,IL18,0.0,-2.9008027e-06
ADGRD1,0.0,6.2778815e-07,AC008014.1,0.0,8.037406e-07
ABCA6,0.0,-8.1506437e-07,LRRC7,0.0,1.4766512e-06
AF165147.1,0.0,1.3906074e-06,LINC02245,0.0,-1.6903507e-06
RNF2,0.0,1.7514444e-06,CA2,0.0,1.1943973e-07
AC104389.5,0.0,3.289452e-07,MSR1,0.0,-1.6636038e-06
LINC02712,0.0,9.218617e-07,LINC01608,0.0,
EPB41L4A,0.0,-1.7742609e-06,CCDC26,0.0,9.079873e-07
EMB,0.0,-4.9566934e-06,SLC2A9,0.0,-2.1462718e-07
SMAD6,0.0,7.6507473e-07,MAP1B,0.0,2.2139354e-06
CSMD2,0.0,,FA2H,0.0,
PLPPR1,0.0,,STPG2,0.0,-5.1865095e-07
TRIM14,0.0,1.7277786e-06,POLR2F,0.0,1.0129745e-06
AL354809.1,0.0,,LINC00320,0.0,
AC114763.1,0.0,1.4864762e-06,AC012494.1,0.0,
RNLS,0.0,1.0120735e-06,ITGAX,0.0,-1.1593354e-06
FCGBP,0.0,-1.5735466e-06,RTN1,0.0,1.2971874e-06
PCBP3,0.0,5.3468835e-07,NEGR1,0.0,3.911523e-07
STAB1,0.0,-1.7987127e-06,PCED1B,0.0,-3.6087465e-06
IQGAP2,0.0,-1.6268417e-06,AL008633.1,0.0,-8.8979186e-07
PLEK,0.0,2.8687978e-06,PPFIBP1,0.0,1.3257848e-06
CALN1,0.0,-4.6590308e-06,GPR137C,0.0,-1.5161235e-06
MT-ND5,0.0,5.627093e-07,TXNIP,0.0,7.3903175e-07
SLC24A3,0.0,2.8419467e-07,ADAMTSL3,0.0,1.1966564e-06
DNAJB1,0.0,2.6944485e-06,UACA,0.0,2.5967734e-07
S100Z,0.0,-2.270992e-07,GRK5,0.0,-5.1475645e-08
CDH13,0.0,,GRB10,0.0,
SEMA5A,0.0,-1.4063613e-06,HHIP,0.0,
LINC01088,0.0,-1.3396639e-06,RASGRF2,0.0,3.8226935e-07
AC090015.1,0.0,,CNDP1,0.0,
DGKB,0.0,-6.4948534e-07,AC079352.1,0.0,-1.9221072e-06
GRID2,0.0,5.9824305e-07,CYTH3,0.0,-7.5365733e-07
LINC02391,0.0,-4.336518e-07,SGO1-AS1,0.0,7.019606e-07
MRC1,0.0,,RETREG1,0.0,3.901722e-07
MYRIP,0.0,2.2662796e-07,FLRT2,0.0,4.751064e-07
DAB1,0.0,,ZFPM2-AS1,0.0,3.4613433e-06
MAP2,0.0,6.678736e-07,GCNT2,0.0,1.0134422e-06
PCLO,0.0,-9.2329645e-07,STK10,0.0,-1.430692e-06
GUCY1A1,0.0,,LINC00578,0.0,
ENG,0.0,-2.8106892e-06,HEG1,0.0,2.910627e-06
ZNF75D,0.0,-1.0712364e-06,TMEM98,0.0,
ELOVL7,0.0,,PPP1R16B,0.0,
ABTB2,0.0,1.8792227e-07,PLD5,0.0,
DIRC3,0.0,-2.775012e-06,RCAN2,0.0,
TMC8,0.0,1.7016711e-06,NLRP1,0.0,
LINC01170,0.0,,CX3CR1,0.0,-1.6837703e-06
EFEMP1,0.0,1.9819895e-06,AC025569.1,0.0,1.2120494e-06
AL589935.1,0.0,2.1874469e-06,NXN,0.0,4.1622306e-07
MICOS10,0.0,-1.0022444e-08,WNT2B,0.0,-3.8143008e-07
FRMD3,0.0,4.8382697e-07,RAPGEF4,0.0,-3.604466e-06
LRRTM4,0.0,,LAMA2,0.0,-1.4712367e-06
AL353138.1,0.0,,RASSF3,0.0,2.2156785e-06
NCEH1,0.0,-2.8245867e-07,DENND2A,0.0,-4.677645e-07
GREB1L,0.0,,LMO7,0.0,5.970795e-07
AL133304.3,0.0,,ARHGAP42,0.0,1.421332e-06
LINC02246,0.0,-1.2119552e-06,CD22,0.0,
HDX,0.0,7.6617425e-07,FBN1,0.0,-1.4886606e-06
APOD,0.0,-1.1538141e-06,FGF1,0.0,
PARVB,0.0,3.5742237e-06,ITGA2,0.0,
