APOE3_Normal_names,APOE3_Normal_pvals,APOE3_Normal_logfoldchanges,APOE4_HighRisk_names,APOE4_HighRisk_pvals,APOE4_HighRisk_logfoldchanges
GBE1,0.0,1.3877179e-06,TDP1,0.0,-1.32125e-06
FAM155A,0.0,-3.8221154e-07,NHEJ1,0.0,
PDE8B,0.0,2.178648e-07,ATRNL1,0.0,-1.9297576
AQP4-AS1,0.0,-1.994034e-06,AC092683.1,0.0,
TGFB2,0.0,-6.611171e-07,BCL2L11,0.0,
AC114971.1,0.0,8.4920555e-07,ZNF14,0.0,
AC131944.1,0.0,-3.8355202e-07,PRKD2,0.0,
RANBP3L,0.0,-1.3568608e-07,IFNLR1,0.0,
ADAMTS9-AS2,0.0,5.827211e-07,RNF20,0.0,-9.874512e-07
GALNT18,0.0,-1.7147457e-07,AL133410.1,0.0,
HPSE2,0.0,1.1780968e-06,TENM3,0.0,
TENM2,0.0,5.9020596e-07,CLEC5A,0.0,1.5291711e-06
CRISPLD1,0.0,,SLFN12,0.0,
CEMIP2,0.0,-1.2811939e-06,SNX8,0.0,
SAMSN1,0.0,1.4458794e-06,TRAM2,0.0,3.5617919e-07
CACNA1C,0.0,1.6290463e-06,SMYD2,0.0,1.7987824e-06
LDLRAD3,0.0,1.8488216e-06,RGS18,0.0,
LNCAROD,0.0,-1.4245174e-06,LIPC,0.0,
NIBAN1,0.0,-2.108142e-06,ZDBF2,0.0,4.5671024e-07
PRRX1,0.0,-1.0209264e-06,LINC01091,0.0,
MIR4300HG,0.0,1.8959045e-06,COMMD6,0.0,5.0951703e-06
TFRC,0.0,-1.0722141e-06,CLEC1A,0.0,-1.302409e-06
MCC,0.0,-5.700129e-07,CDC42EP3,0.0,
RNF144B,0.0,1.8338596e-06,CCSER1,0.0,
FAM110B,0.0,1.93759e-06,JPT2,0.0,-1.044659
MAOB,0.0,-6.3592205e-07,TMED3,0.0,-1.2102137e-06
AC002460.2,0.0,1.9791341e-07,NECAP2,0.0,1.1046682e-06
TMEM108,0.0,2.9209207e-07,STARD4,0.0,1.8045719e-07
TMTC1,0.0,-8.2134704e-07,ATP10A,0.0,
LINC00511,0.0,-5.282298e-07,IER3IP1,0.0,9.245591e-07
AC012405.1,0.0,7.7228265e-07,ARHGAP9,0.0,2.5824918e-06
PPFIA2,0.0,-1.4645319e-07,LINC00159,0.0,
EPSTI1,0.0,-3.7310272e-06,DNMBP,0.0,1.3167474e-06
PDE7B,0.0,-4.4709554e-07,SLF1,0.0,1.3254146e-06
CDH11,0.0,-4.9086065e-08,GULP1,0.0,
ESYT2,0.0,-7.01358e-08,OR3A2,0.0,
SDCBP,0.0,-3.954404e-07,AC090559.1,0.0,
EFNA5,0.0,3.0311676e-06,SPOCK2,0.0,
AC053513.1,0.0,-3.8390885e-07,TAFA4,0.0,
VCAN,0.0,9.1065607e-07,MAMDC2,0.0,
SETBP1,0.0,1.0530149e-07,L3MBTL3,0.0,
INPP4B,0.0,1.9435784e-06,COPS9,0.0,2.5856258e-07
TGFBR3,0.0,-1.4027411e-06,CHD3,0.0,
ID2,0.0,-8.731261e-07,PPIP5K1,0.0,-3.910187e-07
ZIC1,0.0,1.0186813e-07,ADAMTSL4-AS1,0.0,3.8252397e-06
CDKN1A,0.0,,GIMAP5,0.0,2.264021e-06
SLA,0.0,-4.8654346e-07,SH2D3C,0.0,-5.418766e-08
WWTR1,0.0,4.4836494e-07,RAB43,0.0,-6.148678e-07
PDGFRB,0.0,5.364229e-07,SYT1,0.0,
FAR2,0.0,-4.184568e-06,ALKBH8,0.0,
EPAS1,0.0,-4.83618e-07,PTPRN2,0.0,
C11orf96,0.0,,MTCL1,0.0,
RBPMS,0.0,1.7808865e-07,CXorf21,0.0,
SCIN,0.0,-3.0132376e-06,IFIH1,0.0,1.3092814e-06
CADPS2,0.0,1.0033082e-06,GRM8,0.0,
SLC7A11,0.0,1.0297119e-06,AL157886.1,0.0,
PLA2G4A,0.0,-8.2823584e-07,PTDSS1,0.0,1.8579847e-06
NEDD9,0.0,4.916842e-07,GMEB1,0.0,1.5286922
PRELID2,0.0,2.217763e-06,KCNMB3,0.0,
FLT1,0.0,7.034058e-07,SLC16A1,0.0,
P2RY14,0.0,7.386056e-08,HELLS,0.0,
RPS24,0.0,2.868882e-07,AC246817.1,0.0,
LINC01094,0.0,-7.511316e-07,LINC02609,0.0,
IFI44L,0.0,,FO393401.1,0.0,-2.187069e-07
EMP1,0.0,,DTX2,0.0,
HLA-DRA,0.0,-2.8530653e-06,COX17,0.0,
HSPB1,0.0,-4.4984228e-07,CBFA2T3,0.0,
TOX,0.0,-1.1535853e-06,PXDNL,0.0,
SNED1,0.0,-8.645578e-07,HSF2,0.0,0.2250269
RGS16,0.0,,SH3BP1,0.0,1.7701273e-06
TNS1,0.0,-2.116471e-07,SLC6A12,0.0,-1.5400336e-06
TNFAIP8,0.0,4.1397476e-07,AC008105.3,0.0,-2.0754728e-06
AC083837.1,0.0,,AL035587.1,0.0,
RIMS1,0.0,1.1926041e-06,SHISAL2A,0.0,
TIMP3,0.0,3.708806e-07,TRAF2,0.0,
AKAP12,0.0,-2.4799803e-07,CYTL1,0.0,
WARS,0.0,2.4123915e-06,ABCA9,0.0,2.2183926e-06
ERC2,0.0,8.7695776e-07,FXYD5,0.0,
SLC7A5,0.0,-4.5350018e-07,SLC6A15,0.0,
AC002429.2,0.0,4.2110667e-08,HPSE,0.0,
KCNN3,0.0,1.4287094e-06,AC092958.1,0.0,
KCNMB2,0.0,,VWF,0.0,
RGS6,0.0,6.8161046e-07,CCDC69,0.0,
RHOJ,0.0,5.965899e-07,AC078845.1,0.0,
BASP1,0.0,-7.864246e-08,AL121999.1,0.0,
ARHGAP18,0.0,1.3197771e-06,KCNK1,0.0,
CD14,0.0,1.1315182e-06,PDZRN4,0.0,-3.6863554
ARHGAP29,0.0,-1.4787148e-06,GUCY1A2,0.0,
CD163,0.0,6.725445e-07,CPAMD8,0.0,
AL050309.1,0.0,4.5549097e-08,BTK,0.0,2.7075185e-07
AEBP1,0.0,-4.0071828e-07,SIGLEC11,0.0,
TMSB10,0.0,-7.796733e-07,SLC38A7,0.0,-4.2783117
COL4A2,0.0,-2.9824366e-07,AC004083.1,0.0,
AGBL4,0.0,9.104204e-07,LY75,0.0,-2.932489e-06
CTSC,0.0,-7.8828504e-07,AL158071.4,0.0,
PKNOX2,0.0,2.1334135e-06,ACPP,0.0,2.5649368e-07
IL10RA,0.0,1.0944744e-06,ORAI2,0.0,
OPRM1,0.0,1.6176282e-06,ODF2,0.0,
HSPA5,0.0,-8.858554e-07,IK,0.0,
ZFPM2,0.0,1.5953078e-06,NUBP1,0.0,1.7234711e-06
FN1,0.0,,KIF20B,0.0,
PID1,0.0,-1.9666076e-07,RPH3AL,0.0,
ADAMTS17,0.0,9.67731e-07,SMIM3,0.0,4.192642e-07
RAB20,0.0,1.6555758e-06,RP2,0.0,-1.4285164e-06
WDR49,0.0,1.4355853e-06,ACSM5,0.0,
CADPS,0.0,-1.093223e-06,RAB35,0.0,
AL365295.1,0.0,7.118751e-07,ADORA3,0.0,
AC073941.1,0.0,6.4872563e-07,CAPG,0.0,
RPL19,0.0,3.0000529e-06,ITGA10,0.0,
ADAMTS9,0.0,1.8998628e-07,CLEC9A,0.0,-8.9949793e-07
GRIK1,0.0,,ST8SIA6,0.0,
RASD1,0.0,,LDB2,0.0,-1.8783406
AC002069.2,0.0,-4.9484214e-07,SGF29,0.0,-1.6584574
RPS18,0.0,1.6076619e-06,C2orf27A,0.0,
BICC1,0.0,9.4503713e-07,WAS,0.0,
KCND2,0.0,4.895349e-07,PI4K2A,0.0,1.1386845e-06
APOC1,0.0,2.0486698e-07,COLQ,0.0,-4.708808
CEMIP,0.0,,BCAS2,0.0,
CENPP,0.0,-1.0058143e-07,AHR,0.0,
DGKH,0.0,1.7560902e-06,AC015712.2,0.0,
CHCHD7,0.0,-2.4703337e-07,NANS,0.0,-5.795155e-08
AL138828.1,0.0,,SAMM50,0.0,
AC034195.1,0.0,-6.560735e-07,ENPP1,0.0,
JAK3,0.0,2.243584e-06,CTXND1,0.0,-4.8406854
DUSP1,0.0,-2.0233463e-06,SCIMP,0.0,
NFKBIA,0.0,-1.0882277e-07,KLHL29,0.0,
AC097518.2,0.0,2.807997e-06,MECOM,0.0,
SNTB1,0.0,-5.9582914e-07,CLPTM1L,0.0,-2.056926e-06
BSG,0.0,-1.1967903e-06,AP005131.6,0.0,
CLEC2B,0.0,,LONRF3,0.0,
LAMA4,0.0,-6.333923e-07,SLC37A2,0.0,-3.7931256
AC104123.1,0.0,3.0959376e-07,IRF5,0.0,
RPL12,0.0,1.8898667e-06,ZNF786,0.0,-2.9978492
IL7,0.0,,DENND1C,0.0,0.21696588
TSHZ2,0.0,-3.4769416e-06,ERAP2,0.0,1.6580175e-06
RPS11,0.0,7.912691e-07,AL592295.4,0.0,
CASP4,0.0,-3.0309961e-06,OLFML2B,0.0,
ROBO2,0.0,8.764823e-08,PDIK1L,0.0,
TTN,0.0,-7.3611136e-07,GAL3ST4,0.0,
MB21D2,0.0,4.5453217e-07,SLC15A3,0.0,
ANKRD22,0.0,,NR2F2-AS1,0.0,
MS4A4A,0.0,8.159846e-07,ZNF804A,0.0,2.243398e-06
C1QA,0.0,-2.3650973e-06,MMRN1,0.0,
FCER1G,0.0,-5.714639e-07,NLRC4,0.0,
GRIP1,0.0,-2.6971584e-06,PODXL,0.0,
SLC16A7,0.0,-9.844268e-07,KCNJ5,0.0,
SSPN,0.0,-1.6379237e-06,TMEM182,0.0,
PSTPIP2,0.0,3.9692344e-07,GPNMB,0.0,-0.586627
HMGCS1,0.0,1.6504066e-06,MFAP1,0.0,
IL15,0.0,1.0591295e-06,SAMD9,0.0,
RPL18A,0.0,3.5881782e-09,SPANXA2-OT1,0.0,
DCLK1,0.0,3.2253865e-07,MT-ND4L,0.0,-3.2012618
APOC2,0.0,5.250013e-06,FAAH2,0.0,
LY96,0.0,-1.1982413e-06,MDGA2,0.0,
NID1,0.0,1.2598837e-06,LILRB4,0.0,
TNC,0.0,-2.0917093e-06,CNTN4,0.0,
GPC6,0.0,2.284583e-06,ADGRG6,0.0,
RPS4X,0.0,-2.7358242e-06,TNFAIP2,0.0,2.5158272e-07
SLC38A1,0.0,-2.2974538e-07,NCBP2,0.0,-2.7754572e-07
SVIL,0.0,-5.743953e-07,PTER,0.0,
TPRG1,0.0,1.2968907e-06,RAB32,0.0,
RPL35,0.0,7.6505455e-07,AC097662.1,0.0,-0.877468
SYNE2,0.0,1.6207531e-06,NFAM1,0.0,
CD69,0.0,,ERG,0.0,
CCDC102B,0.0,8.218657e-07,AC002480.2,0.0,
NHS,0.0,-2.6906955e-06,PATL2,0.0,-8.015032
PFN1,0.0,1.7715415e-06,SLFN5,0.0,-0.27264374
BACE2,0.0,3.1705127e-07,HS6ST3,0.0,-1.2089474
GBP2,0.0,,AC013287.1,0.0,-4.7331405
FRY,0.0,7.530688e-07,ADA2,0.0,-4.2800474
SNHG12,0.0,,SLC1A1,0.0,
OLR1,0.0,1.1172742e-06,ITGAE,0.0,-6.7671256
C22orf34,0.0,-1.134564e-06,KSR2,0.0,-4.526121
S100A11,0.0,-1.0940659e-06,ARHGAP44,0.0,
SMAD9,0.0,-8.997995e-07,AC025164.1,0.0,
THEMIS2,0.0,2.436347e-07,ALPK3,0.0,-3.70819
RBKS,0.0,-1.9349486e-06,RCN3,0.0,
HRH1,0.0,-2.482903e-07,ZNF136,0.0,-1.448259e-06
AC104574.2,0.0,-7.972108e-07,LIPG,0.0,
COL4A1,0.0,,PRRG4,0.0,
SLC8A1-AS1,0.0,-3.5287724e-06,ZNF385B,0.0,
PPP1R3C,0.0,,KIAA1549,0.0,
GEM,0.0,,RIOK2,0.0,-0.85237545
GHR,0.0,,SASH3,0.0,-1.2646083e-06
HLA-DPA1,0.0,9.56838e-07,LINC01122,0.0,
MVP,0.0,3.3938043e-06,RCC1,0.0,
CD163L1,0.0,-5.64817e-07,ANXA3,0.0,
SLC7A1,0.0,-6.815637e-08,KNTC1,0.0,-2.1843576
ANGPT1,0.0,5.178801e-07,ELF4,0.0,
SP140,0.0,9.824337e-07,SNRPN,0.0,-0.8137523
HOMER1,0.0,1.2725704e-06,ADAMTS19,0.0,
FLVCR2,0.0,3.1166644e-06,TFCP2L1,0.0,
IL1R1,0.0,,BMP6,0.0,
AC090579.1,0.0,-9.315531e-07,UTP4,0.0,
GRM7,0.0,7.25996e-07,AC087672.2,0.0,-4.3696332e-07
AMOTL1,0.0,-4.691135e-07,ZC3H12B,0.0,
CEBPZ,0.0,8.048437e-08,EGFL7,0.0,
ZNF10,0.0,-4.2232605e-07,OPCML,0.0,-5.2587695
RERG,0.0,2.4055998e-07,LINC02147,0.0,
ABHD5,0.0,-6.321818e-07,ADGRF5,0.0,
AIF1,0.0,,NCALD,0.0,-5.9737906
GPR183,0.0,,WNT5B,0.0,-3.2317054
CALR,0.0,-1.8162261e-06,BTBD11,0.0,
ERI1,0.0,2.1403791e-07,PLXNA4,0.0,
KCNE4,0.0,,SORCS1,0.0,-3.5037367
KCNT2,0.0,2.350238e-06,BTN3A2,0.0,
EPHA5,0.0,,ABCG2,0.0,
UFL1-AS1,0.0,2.0930865e-07,CLEC19A,0.0,
RPL7,0.0,7.474384e-07,TMEM71,0.0,
ZUP1,0.0,5.859641e-07,ZNF202,0.0,-3.9700284
DCAF1,0.0,-2.43509e-07,KANK3,0.0,0.95968837
URB1,0.0,-5.494189e-07,DLGAP2,0.0,-6.309592
CP,0.0,,ZNF670,0.0,
CCDC85A,0.0,1.4618051e-06,HSD11B1,0.0,
TSHZ3,0.0,-7.132758e-07,PAQR5,0.0,-7.311236
MIR4435-2HG,0.0,-7.3847445e-08,AC002070.1,0.0,
NUDT4,0.0,,ARL11,0.0,
KIAA1549L,0.0,,SGPP2,0.0,
CERNA2,0.0,,CLDN5,0.0,
ARHGAP4,0.0,6.5768563e-07,RIMS2,0.0,-6.6478906
LINC02432,0.0,-3.0335611e-06,AL137186.2,0.0,
RNF217-AS1,0.0,-9.5561425e-08,CCNT2-AS1,0.0,
SUSD1,0.0,-1.8240432e-06,MET,0.0,
DDX31,0.0,9.053702e-07,RFPL1S,0.0,
EPHA7,0.0,,PLXDC1,0.0,
MNDA,0.0,1.0095897e-06,ANKDD1B,0.0,
ALG14,0.0,4.19149e-07,REXO4,0.0,-1.9438114
ID3,0.0,4.5332163e-07,RIPOR3,0.0,-5.764654
CD226,0.0,4.1186587e-07,GUCY1B1,0.0,
LAMC1,0.0,3.1613556e-07,LINC02381,0.0,-2.2823007
TMA7,0.0,6.0227517e-06,FHOD1,0.0,
IRF7,0.0,,TNFRSF11A,0.0,-4.315907
TRIM5,0.0,9.061169e-07,MEST,0.0,-2.5899162
ATP5MD,0.0,2.8307372e-06,SLC7A8,0.0,-6.196783
WARS2,0.0,-2.261645e-06,AC022509.2,0.0,
AC018816.1,0.0,9.927921e-07,KCNN2,0.0,-7.0775046
SNX10,0.0,-4.2331993e-07,PLAC8,0.0,
LINC01619,0.0,1.3910803e-06,NAA38,0.0,
WDR25,0.0,1.1710812e-06,CMTM8,0.0,
ZNF804B,0.0,3.1513289e-06,AC046195.1,0.0,-1.6823555
DEPP1,0.0,,MBOAT1,0.0,
MX1,0.0,1.4206752e-06,EMCN,0.0,
ACVR1B,0.0,-4.1849617e-06,AC016074.2,0.0,-5.766176
MCTP1,0.0,-1.6980022e-06,EPHA3,0.0,-1.9644879
LIN7A,0.0,-3.1938077e-06,TMEM185A,0.0,-0.36481008
IFI30,0.0,,LYAR,0.0,-1.13405
PIRT,0.0,,BTNL9,0.0,
NEDD8,0.0,9.0564816e-07,LRP5L,0.0,-0.25651294
RNF175,0.0,9.1483247e-07,FXYD6,0.0,-3.5273428
PPP1R15A,0.0,,CD34,0.0,-8.394093
ANGPT2,0.0,,FGF12,0.0,
SYAP1,0.0,5.7508373e-07,COL5A1,0.0,-6.111618
EBI3,0.0,-2.0966449e-07,MAP3K9,0.0,-6.0204444
SNAPC1,0.0,,TNFSF8,0.0,
TDRP,0.0,-1.8198799e-06,PDE1B,0.0,
RECQL,0.0,5.009692e-07,RUNDC3B,0.0,
APEX1,0.0,,TBX18,0.0,
UBA52,0.0,-1.3110341e-06,TMEM154,0.0,
TAFA2,0.0,2.1967746e-06,AC022182.1,0.0,
RPL27,0.0,-1.8855161e-06,AL590764.1,0.0,
PRDM1,0.0,-1.5495948e-06,AC008591.1,0.0,
ARHGAP20,0.0,-2.2612978e-06,SLC6A13,0.0,
FAM20A,0.0,,HLF,0.0,-3.3616168
NECTIN2,0.0,7.900352e-07,NRAD1,0.0,-9.643794
OSTC,0.0,-2.6480325e-07,ATP7A,0.0,
PPP1R3B,0.0,,PDIA4,0.0,2.3053231
MCUB,0.0,-1.9680624e-06,MAGEC3,0.0,
AL139807.1,0.0,-2.2921315e-06,CD247,0.0,-2.0512533
ALDH18A1,0.0,-4.684979e-07,MRFAP1L1,0.0,-0.8678178
HNRNPAB,0.0,-2.303375e-06,TES,0.0,
IL1B,0.0,,KCNAB2,0.0,7.888856
PNKP,0.0,-1.9968943e-06,FGF20,0.0,-7.862068
MDFIC,0.0,,RAB11FIP1,0.0,
CH25H,0.0,,AC106793.1,0.0,0.54207206
MLKL,0.0,9.311733e-07,TNFRSF10A,0.0,
TRIM36,0.0,-1.3019853e-06,ATG4A,0.0,-3.8924763
TTC39C,0.0,,LINC01725,0.0,-4.085877
DEC1,0.0,,TRIM34,0.0,
PTGR1,0.0,7.787028e-07,SEZ6L,0.0,-4.61284
MRPL20,0.0,-4.9379987e-06,HEBP1,0.0,0.028385436
EMP2,0.0,2.0721923e-06,ADGRL4,0.0,
ECT2,0.0,-5.8529384e-08,ELAVL4,0.0,
C5AR1,0.0,,LINC00649,0.0,-5.326761
RAP2C-AS1,0.0,2.3843388e-08,DUSP6,0.0,-4.41428
FGF14,0.0,,TCIRG1,0.0,-3.0346506
ABI3BP,0.0,1.9539352e-06,AC019197.1,0.0,-2.2538273
AC104365.1,0.0,,Z94721.1,0.0,-7.2406697
MR1,0.0,-6.2477955e-07,TGM2,0.0,
H2AFZ,0.0,2.9896188e-07,AL929091.1,0.0,
PCAT1,0.0,-2.7646595e-06,TAF1A,0.0,3.1858883
GPR160,0.0,5.210492e-07,TNXB,0.0,-2.4904976
STXBP5L,0.0,-1.9830232e-07,TEK,0.0,
RPL36,0.0,-1.2740308e-06,PHLDB2,0.0,
HMOX1,0.0,,LPL,0.0,-2.1780605
SULF1,0.0,-7.7319965,NOTCH4,0.0,
TIMP1,0.0,,KIAA1217,0.0,-1.4777013
ATF3,0.0,,FSTL5,0.0,-3.9601479
SH2D4A,0.0,,AC007881.2,0.0,
KLHL13,0.0,,AC061958.1,0.0,-4.444997
EZH2,0.0,,AC114757.1,0.0,-7.77966
HIST1H1E,0.0,,HIST1H4H,0.0,-7.1260715
GFPT2,0.0,-1.2527756e-06,MTUS2,0.0,-5.3385677
AL359644.1,0.0,-3.9774656,KCNQ5,0.0,
NOC3L,0.0,-1.4422652e-06,ITM2A,0.0,-5.455769
SBDS,0.0,5.900557e-07,AC021851.2,0.0,-3.7573812
LINC00571,0.0,-3.7668988e-06,TRHDE,0.0,-7.079347
DCN,0.0,6.180481e-07,CALM3,0.0,1.1690487
RPL39,0.0,-1.2591552e-06,CDKN2A,0.0,-6.026036
MX2,0.0,,EDC4,0.0,-1.6127948
ESR1,0.0,7.148787e-07,SMC2,0.0,-0.72989887
ADAMTS1,0.0,,LINC01933,0.0,-6.4764977
RRAS2,0.0,-2.8545742e-08,PRELP,0.0,-8.965731
MAFB,0.0,1.3294311e-06,ZNF616,0.0,-1.4436344
RPS21,0.0,1.6598209e-06,ANKRD33B,0.0,-2.8079774
PLXNC1,0.0,1.9463505e-06,CPA6,0.0,-7.101921
TRPC4,0.0,,RNASEH2B-AS1,0.0,3.2872682
RABAC1,0.0,2.1725036e-06,COL8A2,0.0,
CCN1,0.0,,AP1G2,0.0,-5.130338
AL079338.1,0.0,,PLS1,0.0,-6.097388
MICAL2,0.0,3.4698752e-07,GIMAP7,0.0,-3.575819
F13A1,0.0,,CYP1B1-AS1,0.0,-1.3909888
CA3,0.0,-4.4163046,ADAM33,0.0,-3.013482
EFHD2,0.0,-1.5843251e-06,AC022893.1,0.0,-3.4356263
RND3,0.0,,GPAT3,0.0,
AC009318.1,0.0,,GPR132,0.0,0.19215736
PPP1R14B,0.0,,DPEP2,0.0,-7.067186
CEACAM21,0.0,,AC087627.1,0.0,-2.1448855
MYO1G,0.0,,ITGB2-AS1,0.0,1.8167604
HES4,0.0,,HAUS1,0.0,-3.3059947
XYLB,0.0,2.2520421e-06,NET1,0.0,-3.7748322
CFH,0.0,,NR2F2,0.0,
LINC01146,0.0,,SESN2,0.0,-0.009358575
EIF4EBP1,0.0,,SLC38A11,0.0,
ANTXR2,0.0,1.679549e-06,ARHGEF28,0.0,-4.863374
NAA10,0.0,-1.238467e-06,MEG3,0.0,-8.542755
GADD45G,0.0,-4.8308215,LINC01762,0.0,-3.8902717
HERC5,0.0,4.9745756e-07,PLCXD3,0.0,
MYO7A,0.0,-8.896817e-07,TNFRSF14,0.0,-1.4456774
RPS17,0.0,,ZNF366,0.0,-4.618026
LINC01237,0.0,1.3659588e-06,PLAT,0.0,-3.165171
PRDX2,0.0,,ABCA7,0.0,-3.5627747
MMP24,0.0,-5.879718e-06,GALNT17,0.0,-7.302674
FRRS1,0.0,,FAM136A,0.0,0.23650102
SYNPO2,0.0,-5.1448956e-09,MYBL1,0.0,-3.3559442
NCF2,0.0,5.060166e-07,DNAAF2,0.0,-3.4475226
COX6B1,0.0,,TWIST2,0.0,-4.863192
AC092957.1,0.0,-9.406302e-08,AC005165.1,0.0,
AC083862.3,0.0,,OBSCN,0.0,-4.887472
DCBLD1,0.0,,NOSTRIN,0.0,-4.30388
MBOAT7,0.0,6.4838736e-07,SNTG1,0.0,-9.465621
TAF4B,0.0,-1.6919801,C12orf42,0.0,-5.6862082
AC244131.2,0.0,,RASGRP2,0.0,-3.3870618
P4HA3,0.0,,CXCL12,0.0,-2.6140835
LINC01268,0.0,1.3610968e-06,WIZ,0.0,-0.69269395
LEKR1,0.0,-3.166199,TBX3,0.0,
RHOH,0.0,1.8669427e-06,AF064858.1,0.0,-2.7242744
RASSF5,0.0,2.0282291e-06,NHSL2,0.0,-1.1738266
ALDH1L2,0.0,,P2RY8,0.0,-5.3897576
AL359232.1,0.0,,AFAP1L2,0.0,-5.7944493
TREM2,0.0,-1.6037797e-06,HCG27,0.0,-2.2711425
PDIA5,0.0,1.2119e-06,ARRDC5,0.0,-3.6254792
CYTIP,0.0,1.2457173e-07,GJC1,0.0,
CDCP1,0.0,,PSTPIP1,0.0,-5.7275925
GRIK2,0.0,,TRG-AS1,0.0,-4.61225
ATAD2,0.0,1.7192937e-06,GRIA1,0.0,-5.009427
RGS5,0.0,-1.5391873e-06,TENM1,0.0,-2.6903942
BLOC1S1,0.0,0.69376683,AP1S3,0.0,-2.2176077
CD40,0.0,,SVBP,0.0,-1.4496372
NETO2,0.0,1.959272e-06,ZSCAN31,0.0,-2.2355072
RRP15,0.0,-1.2567474e-06,PMFBP1,0.0,-4.542162
NTNG1,0.0,3.6221536e-07,P2RX1,0.0,-2.309497
ALDH1A2,0.0,,AC024084.1,0.0,-6.260906
DAB2,0.0,-9.470587e-08,ATP8A2,0.0,-4.800779
AC243960.1,0.0,,MCF2,0.0,-0.52346325
CLIC1,0.0,,HS3ST1,0.0,-2.9632924
PLIN2,0.0,0.4052633,THOC3,0.0,-2.3483424
IL21R,0.0,,LINC01010,0.0,-5.4117103
TEC,0.0,8.418125e-07,ANKRD7,0.0,-2.920843
AC007319.1,0.0,-6.0029686e-07,RANBP17,0.0,-2.2141979
TGFBI,0.0,8.2098455e-07,VEGFC,0.0,-0.67142874
FBLN1,0.0,,MFSD2A,0.0,-1.8165183
AC009950.1,0.0,2.5844674e-06,AL592429.2,0.0,-4.3262434
SNU13,0.0,1.5221497e-07,CYYR1,0.0,-7.31955
PAPSS2,0.0,-8.9328165e-07,CIT,0.0,-3.7562582
CRISPLD2,0.0,,CDKN2AIP,0.0,-3.5467658
PKN2-AS1,0.0,-4.496914,DDX49,0.0,-1.1566236
SLC36A1,0.0,-2.8257452e-06,FGD5,0.0,-4.511402
SLCO4A1,0.0,-3.1247e-06,CLIC5,0.0,-3.150883
TMEM268,0.0,,HSPG2,0.0,-3.4932172
LAMB1,0.0,,TAGAP,0.0,-1.5186113
TMC1,0.0,2.1340346,PALMD,0.0,-5.0472918
DOK3,0.0,7.0469378e-06,GALNTL6,0.0,-3.5042932
SSR4,0.0,,RTN4RL1,0.0,-6.806053
HIST1H1D,0.0,,DHX37,0.0,0.5737151
LINC00907,0.0,,SLC44A5,0.0,-2.1001449
SLC30A10,0.0,,NT5DC3,0.0,-2.4495
LINC00836,0.0,,AL022311.1,0.0,0.12415372
RPL36AL,0.0,1.6353592e-07,AC008083.3,0.0,-3.1151733
TFPI,0.0,-1.5862476e-07,MOXD1,0.0,-3.5964434
AC073529.1,0.0,-3.7920407e-07,AC005699.1,0.0,-3.798567
PRR16,0.0,,CD180,0.0,-5.2048674
VAMP8,0.0,,RALYL,0.0,-2.3826852
AL139351.3,0.0,,AC079193.2,0.0,-3.9664924
IL15RA,0.0,-1.035362e-06,SERPINF2,0.0,-5.6023235
CCDC85B,0.0,,GAS2L3,0.0,-0.8836173
AL606923.2,0.0,,LINC02812,0.0,-4.3835835
MRPS34,0.0,,P2RY11,0.0,-2.9490564
RPL22L1,0.0,,RBM15-AS1,0.0,-2.95114
IER3,0.0,,TRIM11,0.0,-2.8993273
LINC01515,0.0,-2.6722884e-07,GRASP,0.0,1.4508408
ANXA1,0.0,,ZNF93,0.0,-4.514845
OST4,0.0,,AIFM2,0.0,-1.6123645
COL23A1,0.0,,PTPN6,0.0,1.1233779
PTPN7,0.0,,AL356417.3,0.0,-3.6913922
CRIP2,0.0,-0.4900568,CDH6,0.0,-2.6368833
PXDN,0.0,-7.889628,PKIB,0.0,-1.5003903
TENT5A,0.0,1.5032784e-06,PCAT19,0.0,-4.2895684
EPHA1-AS1,0.0,-8.518004,CHODL,0.0,-7.455952
PRDX4,0.0,,AC113383.1,0.0,-5.1523256
SIGLEC5,0.0,,ADGRG5,0.0,-1.9859265
RBBP8,0.0,-2.8236028e-07,HIGD1B,0.0,-3.7666962
CYTOR,0.0,-4.8391466,TRPC3,0.0,0.78665686
ADAT2,0.0,,COL1A2,0.0,1.2146258
LINC01605,0.0,,MYT1L,0.0,-4.9730077
CALCRL,0.0,2.3461615e-07,TCF7,0.0,0.12769051
MS4A4E,0.0,,CNTNAP5,0.0,-6.072628
HSPA6,0.0,-5.6260576,AP001042.1,0.0,-4.644386
INAFM2,0.0,,SIDT1,0.0,-2.168352
FAM189A1,0.0,-4.9153457,SYT16,0.0,-3.691038
SGCZ,0.0,-0.3490579,MAP4K1,0.0,-2.7853782
CD83,0.0,-6.0701613,NAGPA,0.0,-2.0559604
BLVRB,0.0,,TBCE-1,0.0,-0.33695468
PPP4C,0.0,3.8790853e-07,ICAM2,0.0,-3.0719595
MPP1,0.0,,AC027097.1,0.0,-0.97984385
LINC01500,0.0,,CCDC73,0.0,-2.7221305
CSNK2B,0.0,-3.7519393e-07,CCDC134,0.0,-0.05613481
AUXG01000058.1,0.0,,AC007681.1,0.0,-3.452107
LINC02611,0.0,-8.6193705e-07,PAK3,0.0,-2.0056832
SLC39A8,0.0,1.0934458,IFIT2,0.0,-0.714188
SAP18,0.0,,AC099489.1,0.0,-0.41254666
SNRPD2,0.0,-3.970828,AC004889.1,0.0,0.21777855
